Wall time,Step,Value
1753789577.7433398,50,0.0006000000284984708
1753789925.733724,100,0.0006000000284984708
1753790274.680071,150,0.0006000000284984708
1753790636.1875453,200,0.0006000000284984708
1753791000.6960886,250,0.0006000000284984708
1753791355.1320586,300,0.0006000000284984708
1753791696.0872436,350,0.0006000000284984708
1753792036.8350477,400,0.0006000000284984708
1753792386.6642902,450,0.0006000000284984708
1753792742.0763645,500,0.0006000000284984708
1753793090.420263,550,0.0006000000284984708
1753793439.0800831,600,0.0006000000284984708
1753793793.702659,650,0.0006000000284984708
1753794149.6292837,700,0.0006000000284984708
1753794500.449576,750,0.0006000000284984708
1753794857.1354845,800,0.0006000000284984708
1753795202.287942,850,0.0006000000284984708
1753795570.3398132,900,0.0006000000284984708
1753795923.740797,950,0.0006000000284984708
1753796273.0015411,1000,0.0006000000284984708
1753796630.4945176,1050,0.0006000000284984708
1753796985.4944704,1100,0.0006000000284984708
1753797342.7582905,1150,0.0006000000284984708
1753797707.5563686,1200,0.0006000000284984708
1753798063.9830577,1250,0.0006000000284984708
1753798408.9614124,1300,0.0006000000284984708
1753798764.6847765,1350,0.0006000000284984708
1753799129.6504517,1400,0.0006000000284984708
1753799472.0642264,1450,0.0006000000284984708
1753799823.7387886,1500,0.0006000000284984708
1753800184.463466,1550,0.0006000000284984708
1753800530.5762994,1600,0.0006000000284984708
1753800876.4290903,1650,0.0006000000284984708
1753801222.023383,1700,0.0006000000284984708
1753801571.8060198,1750,0.0006000000284984708
1753801918.3835223,1800,0.0006000000284984708
1753802271.162739,1850,0.0006000000284984708
1753802624.9131975,1900,0.0006000000284984708
1753802984.2382607,1950,0.0006000000284984708
1753803345.247149,2000,0.0006000000284984708
1753803694.7239087,2050,0.0006000000284984708
1753804035.302558,2100,0.0006000000284984708
1753804392.2045262,2150,0.0006000000284984708
1753804735.5231743,2200,0.0006000000284984708
1753805073.1840959,2250,0.0006000000284984708
1753805421.3824518,2300,0.0006000000284984708
1753805768.4200413,2350,0.0006000000284984708
1753806117.2231834,2400,0.0006000000284984708
1753806466.9580102,2450,0.0006000000284984708
1753806824.5622478,2500,0.0006000000284984708
1753807183.4703445,2550,0.0006000000284984708
1753807524.8708348,2600,0.0006000000284984708
1753807886.7100954,2650,0.0006000000284984708
1753808236.8375595,2700,0.0006000000284984708
1753808576.307174,2750,0.0006000000284984708
1753808925.6831813,2800,0.0006000000284984708
1753809265.6170757,2850,0.0006000000284984708
1753809616.1527674,2900,0.0006000000284984708
1753809974.2803354,2950,0.0006000000284984708
1753810316.6228564,3000,0.0006000000284984708
1753810674.0192008,3050,0.0006000000284984708
1753811035.3193674,3100,0.0006000000284984708
1753811394.0156913,3150,0.0006000000284984708
1753811747.0126424,3200,0.0006000000284984708
1753812094.3816433,3250,0.0006000000284984708
1753812446.7419975,3300,0.0006000000284984708
1753812797.1836286,3350,0.0006000000284984708
1753813148.8129275,3400,0.0006000000284984708
1753813504.3054147,3450,0.0006000000284984708
1753813862.5654352,3500,0.0006000000284984708
1753814217.5955029,3550,0.0006000000284984708
1753814572.9255373,3600,0.0006000000284984708
1753814929.0877368,3650,0.0006000000284984708
1753815276.6504898,3700,0.0006000000284984708
1753815639.7832882,3750,0.0006000000284984708
1753815989.7440107,3800,0.0006000000284984708
1753816340.5578473,3850,0.0006000000284984708
1753816706.8537848,3900,0.0006000000284984708
1753817064.3447313,3950,0.0006000000284984708
1753817414.189161,4000,0.0006000000284984708
1753817775.0334628,4050,0.0006000000284984708
1753818129.3955333,4100,0.0006000000284984708
1753818478.9805524,4150,0.0006000000284984708
1753818818.8135345,4200,0.0006000000284984708
1753819168.8114703,4250,0.0006000000284984708
1753819504.7908208,4300,0.0006000000284984708
1753819865.6570485,4350,0.0006000000284984708
1753820225.8321767,4400,0.0006000000284984708
1753820588.061649,4450,0.0006000000284984708
1753820947.380289,4500,0.0006000000284984708
1753821294.0297296,4550,0.0006000000284984708
1753821646.2898898,4600,0.0006000000284984708
1753821980.0864246,4650,0.0006000000284984708
1753822327.0665007,4700,0.0006000000284984708
1753822682.0063546,4750,0.0006000000284984708
1753823037.6943514,4800,0.0006000000284984708
1753823387.443787,4850,0.0006000000284984708
1753823731.436742,4900,0.0006000000284984708
1753824078.2146347,4950,0.0006000000284984708
1753824426.9043553,5000,0.0006000000284984708
1753824775.453445,5050,0.0006000000284984708
1753825132.0296426,5100,0.0006000000284984708
1753825487.234048,5150,0.0006000000284984708
1753825847.313374,5200,0.0006000000284984708
1753826190.6264563,5250,0.0006000000284984708
1753826567.8940313,5300,0.0006000000284984708
1753826927.6033137,5350,0.0006000000284984708
1753827290.6500924,5400,0.0006000000284984708
1753827642.63446,5450,0.0006000000284984708
1753827988.2087781,5500,0.0006000000284984708
1753828336.7592676,5550,0.0006000000284984708
1753828681.814254,5600,0.0006000000284984708
1753829023.7898824,5650,0.0006000000284984708
1753829380.0889752,5700,0.0006000000284984708
1753829740.1735933,5750,0.0006000000284984708
1753830093.0684638,5800,0.0006000000284984708
1753830444.948021,5850,0.0006000000284984708
1753830818.786572,5900,0.0006000000284984708
1753831163.78184,5950,0.0006000000284984708
1753831513.790036,6000,0.0006000000284984708
1753831862.0700111,6050,0.0006000000284984708
1753832205.617255,6100,0.0006000000284984708
1753832568.6819406,6150,0.0006000000284984708
1753832912.7351186,6200,0.0006000000284984708
1753833272.4593897,6250,0.0006000000284984708
1753833619.721199,6300,0.0006000000284984708
1753833954.9894307,6350,0.0006000000284984708
1753834308.906879,6400,0.0006000000284984708
1753834671.3870635,6450,0.0006000000284984708
1753835027.2703974,6500,0.0006000000284984708
1753835379.2278655,6550,0.0006000000284984708
1753835726.405006,6600,0.0006000000284984708
1753836077.4588375,6650,0.0006000000284984708
1753836423.6677444,6700,0.0006000000284984708
1753836784.73121,6750,0.0006000000284984708
1753837139.1640382,6800,0.0006000000284984708
1753837490.3315966,6850,0.0006000000284984708
1753837844.7403939,6900,0.0006000000284984708
1753838194.759498,6950,0.0006000000284984708
1753838553.794251,7000,0.0006000000284984708
1753838903.934942,7050,0.0006000000284984708
1753839250.4126704,7100,0.0006000000284984708
1753839594.6468031,7150,0.0006000000284984708
1753839947.4834888,7200,0.0006000000284984708
1753840284.0357673,7250,0.0006000000284984708
1753840640.9694123,7300,0.0006000000284984708
1753840991.3781269,7350,0.0006000000284984708
1753841340.354732,7400,0.0006000000284984708
1753841702.2328582,7450,0.0006000000284984708
1753842050.3717,7500,0.0006000000284984708
1753842389.7463126,7550,0.0006000000284984708
1753842747.3524864,7600,0.0006000000284984708
1753843103.5206518,7650,0.0006000000284984708
1753843456.3663664,7700,0.0006000000284984708
1753843809.0275183,7750,0.0006000000284984708
1753844162.835329,7800,0.0006000000284984708
1753844522.6036286,7850,0.0006000000284984708
1753844868.33318,7900,0.0006000000284984708
