Wall time,Step,Value
1753789577.7433288,50,0.11606361716985703
1753789925.7337134,100,0.13812746107578278
1753790274.6800606,150,0.15587487816810608
1753790636.18752,200,0.11870769411325455
1753791000.696078,250,0.11810252070426941
1753791355.1320484,300,0.11116661876440048
1753791696.087234,350,0.14146146178245544
1753792036.8350375,400,0.09786129742860794
1753792386.6642802,450,0.12221840023994446
1753792742.076354,500,0.08391270041465759
1753793090.420253,550,0.12443149834871292
1753793439.080073,600,0.0877390205860138
1753793793.7026484,650,0.12285897880792618
1753794149.6292744,700,0.09100691974163055
1753794500.4495661,750,0.0729980543255806
1753794857.135475,800,0.09097100049257278
1753795202.2879324,850,0.08854960650205612
1753795570.3398027,900,0.10469040274620056
1753795923.740787,950,0.09608729183673859
1753796273.0015314,1000,0.07249820232391357
1753796630.4945078,1050,0.10366330295801163
1753796985.4944565,1100,0.08443579077720642
1753797342.7582746,1150,0.09575872123241425
1753797707.556358,1200,0.08530659973621368
1753798063.9830475,1250,0.06734652072191238
1753798408.9614022,1300,0.274571031332016
1753798764.6847665,1350,0.06946221739053726
1753799129.6504412,1400,0.10039947926998138
1753799472.0642152,1450,0.0704239010810852
1753799823.7387779,1500,0.09205533564090729
1753800184.463455,1550,0.10884721577167511
1753800530.57629,1600,0.08743225783109665
1753800876.4290805,1650,0.08667939156293869
1753801222.0233734,1700,0.07359439134597778
1753801571.8060098,1750,0.0685785710811615
1753801918.3835127,1800,0.0740731954574585
1753802271.1627293,1850,0.06996400654315948
1753802624.913187,1900,0.08074275404214859
1753802984.2382507,1950,0.06475532054901123
1753803345.247139,2000,0.06788145750761032
1753803694.7238982,2050,0.08395230025053024
1753804035.302549,2100,0.08289968222379684
1753804392.2045166,2150,0.10598990321159363
1753804735.5231638,2200,0.07112828642129898
1753805073.1840863,2250,0.09361438453197479
1753805421.3824415,2300,0.06772911548614502
1753805768.4200313,2350,0.06196141615509987
1753806117.2231731,2400,0.0689024031162262
1753806466.9580002,2450,0.09414435923099518
1753806824.5622377,2500,0.07157324254512787
1753807183.470334,2550,0.06825696676969528
1753807524.8708248,2600,0.07084979116916656
1753807886.710086,2650,0.06518780440092087
1753808236.8375492,2700,0.07393021136522293
1753808576.307148,2750,0.06498826295137405
1753808925.68317,2800,0.06750239431858063
1753809265.617066,2850,0.06247329339385033
1753809616.1527574,2900,0.07003113627433777
1753809974.2803252,2950,0.05399642512202263
1753810316.6228466,3000,0.06466282904148102
1753810674.01919,3050,0.056871626526117325
1753811035.3193567,3100,0.06782222539186478
1753811394.0156808,3150,0.05671330913901329
1753811747.0126328,3200,0.08337492495775223
1753812094.3816333,3250,0.07309654355049133
1753812446.741988,3300,0.06423965841531754
1753812797.1836188,3350,0.09403910487890244
1753813148.8129177,3400,0.06417109817266464
1753813504.3054044,3450,0.06971108913421631
1753813862.565425,3500,0.06121344864368439
1753814217.5954924,3550,0.061314716935157776
1753814572.9255269,3600,0.05717649310827255
1753814929.0877268,3650,0.06056695058941841
1753815276.6504807,3700,0.08481582999229431
1753815639.7832778,3750,0.06392647325992584
1753815989.7440004,3800,0.06124468147754669
1753816340.5578358,3850,0.05256086587905884
1753816706.8537736,3900,0.08910534530878067
1753817064.3447204,3950,0.055848244577646255
1753817414.1891496,4000,0.0809827446937561
1753817775.033452,4050,0.08988078683614731
1753818129.3955238,4100,0.06733761727809906
1753818478.9805427,4150,0.07255563139915466
1753818818.8135247,4200,0.05335365980863571
1753819168.81146,4250,0.06045548990368843
1753819504.7908103,4300,0.05224161222577095
1753819865.6570392,4350,0.06287795305252075
1753820225.832163,4400,0.05936085432767868
1753820588.0616386,4450,0.05895750969648361
1753820947.380279,4500,0.06420041620731354
1753821294.029719,4550,0.06009218096733093
1753821646.2898803,4600,0.05494473874568939
1753821980.0864143,4650,0.06327956914901733
1753822327.0664907,4700,0.059439826756715775
1753822682.0063438,4750,0.06254329532384872
1753823037.694341,4800,0.06919792294502258
1753823387.4437773,4850,0.055893804877996445
1753823731.4367316,4900,0.05096422880887985
1753824078.2146251,4950,0.056718289852142334
1753824426.9043448,5000,0.0668356865644455
1753824775.4534342,5050,0.048435673117637634
1753825132.029632,5100,0.0556095689535141
1753825487.2340374,5150,0.06653984636068344
1753825847.3133626,5200,0.0830383449792862
1753826190.6264472,5250,0.049607329070568085
1753826567.8940213,5300,0.0468626394867897
1753826927.6033041,5350,0.061734236776828766
1753827290.6500826,5400,0.052186790853738785
1753827642.6344502,5450,0.058638133108615875
1753827988.2087684,5500,0.061526473611593246
1753828336.7592578,5550,0.060240231454372406
1753828681.8142438,5600,0.05367013439536095
1753829023.7898734,5650,0.050239451229572296
1753829380.0889647,5700,0.05208934098482132
1753829740.1735828,5750,0.061695702373981476
1753830093.0684536,5800,0.06547707319259644
1753830444.9480112,5850,0.05257565900683403
1753830818.7865632,5900,0.06419698148965836
1753831163.7818289,5950,0.05953055992722511
1753831513.7900257,6000,0.055036865174770355
1753831862.070001,6050,0.05462883412837982
1753832205.6172419,6100,0.055851392447948456
1753832568.6819308,6150,0.0553557388484478
1753832912.7351084,6200,0.04723489284515381
1753833272.4593794,6250,0.06537088006734848
1753833619.721185,6300,0.05745315924286842
1753833954.9894207,6350,0.05983047932386398
1753834308.9068692,6400,0.04890885204076767
1753834671.387053,6450,0.049844201654195786
1753835027.2703874,6500,0.05072466656565666
1753835379.2278554,6550,0.049494244158267975
1753835726.4049957,6600,0.06167441979050636
1753836077.4588275,6650,0.048386186361312866
1753836423.6677356,6700,0.05924978479743004
1753836784.7312007,6750,0.05387232080101967
1753837139.1640277,6800,0.05517265945672989
1753837490.3315876,6850,0.06838233768939972
1753837844.740385,6900,0.04600182920694351
1753838194.759487,6950,0.056228507310152054
1753838553.7942407,7000,0.06695035099983215
1753838903.9349318,7050,0.0562116876244545
1753839250.4126606,7100,0.06030005216598511
1753839594.6467934,7150,0.05950258672237396
1753839947.4834783,7200,0.048921745270490646
1753840284.0357568,7250,0.04384148120880127
1753840640.9694018,7300,0.04780209809541702
1753840991.378116,7350,0.049360524863004684
1753841340.3547215,7400,0.06551355123519897
1753841702.232848,7450,0.05531147122383118
1753842050.3716898,7500,0.04725626856088638
1753842389.746303,7550,0.053010471165180206
1753842747.3524761,7600,0.0444190539419651
1753843103.5206418,7650,0.06107688322663307
1753843456.3663564,7700,0.04774267598986626
1753843809.0275083,7750,0.062271639704704285
1753844162.8353188,7800,0.05359257012605667
1753844522.6036181,7850,0.04583390802145004
1753844868.3331687,7900,0.04911763593554497
