Wall time,Step,Value
1753794044.566442,684,0.2590663731098175
1753798974.9596457,1378,0.5219202637672424
1753800556.7947397,1603,0.6071394681930542
1753802003.8091424,1812,0.686298668384552
1753802541.1687005,1887,0.7147050499916077
1753805779.6640658,2351,0.8904460072517395
1753807892.592134,2650,1.003692865371704
1753808768.805846,2777,1.0517942905426025
1753808924.871238,2799,1.0601269006729126
1753809491.4521506,2882,1.09156334400177
1753809531.3654242,2887,1.0934571027755737
1753810707.3077168,3054,1.1567085981369019
1753811012.4265816,3096,1.1726162433624268
1753811370.4586427,3146,1.1915538311004639
1753812178.6050391,3262,1.235489010810852
1753812365.4573984,3288,1.245336651802063
1753812487.6206148,3304,1.251396656036377
1753812810.2118714,3351,1.269197940826416
1753813380.1432304,3433,1.3002556562423706
1753814434.4366083,3579,1.3555535078048706
1753814760.8387244,3626,1.3733547925949097
1753815174.010264,3685,1.3957011699676514
1753815304.000944,3703,1.4025187492370605
1753815500.531919,3730,1.4127449989318848
1753816105.6745346,3816,1.4453176259994507
1753816395.5029893,3857,1.4608465433120728
1753816760.8757188,3907,1.4797841310501099
1753816822.9179604,3915,1.482814073562622
1753817004.101702,3940,1.4922829866409302
1753817057.673827,3948,1.4953129291534424
1753817259.9637904,3978,1.5066754817962646
1753818918.348424,4213,1.5956822633743286
1753818988.9101264,4223,1.599469780921936
1753819079.7579014,4236,1.604393482208252
1753819290.681212,4267,1.6161348819732666
1753819372.1529274,4279,1.6206798553466797
1753820380.89103,4420,1.674083948135376
1753820509.4433753,4438,1.6809014081954956
1753820614.7520542,4453,1.6865826845169067
1753821050.9899695,4514,1.7096866369247437
1753821203.4862416,4536,1.7180191278457642
1753821427.4787772,4568,1.730139136314392
1753821711.5010974,4609,1.7456680536270142
1753821796.8873117,4622,1.75059175491333
1753822240.8352985,4687,1.7752107381820679
1753822318.6244748,4698,1.7793769836425781
1753822334.9056807,4700,1.7801344394683838
1753823017.2351148,4796,1.8164947032928467
1753823229.347945,4826,1.827857255935669
1753823351.6393912,4844,1.8346747159957886
1753823789.06523,4908,1.858914852142334
1753823956.067891,4932,1.8680049180984497
1753824048.2531478,4945,1.8729287385940552
1753824146.8670702,4959,1.8782312870025635
1753824232.778327,4971,1.8827762603759766
1753824294.0724444,4980,1.8861850500106812
1753824351.3177652,4988,1.8892149925231934
1753824466.3988907,5004,1.8952751159667969
